"","idencuesta","estrato","estrato_name","cod_zona","ola_w03","ola_w06","pct_hacinamiento","pct_viv_precaria","pct_desempleo","low_educ","high_educ","youth_nini","teen_pregnancy","pop_density","pct_migrant","insecurity","comuna","nse_barrio","nse_barrio_norm"
"1238",13119101,1,"Greater Santiago","13119171001",1,1,0.0593729152768512,0.133422281521014,0.0792517006802721,0.335123042505593,0.0747203579418345,0.164778578784758,0.0766666666666667,18293.7293729373,0.00306693126465813,0.491216610140845,13119,-0.870690557916663,0.566715841695486
"1239",13119105,1,"Greater Santiago","13119171001",1,1,0.0593729152768512,0.133422281521014,0.0792517006802721,0.335123042505593,0.0747203579418345,0.164778578784758,0.0766666666666667,18293.7293729373,0.00306693126465813,0.491216610140845,13119,-0.870690557916663,0.566715841695486
"1240",13119107,1,"Greater Santiago","13119171001",1,1,0.0593729152768512,0.133422281521014,0.0792517006802721,0.335123042505593,0.0747203579418345,0.164778578784758,0.0766666666666667,18293.7293729373,0.00306693126465813,0.491216610140845,13119,-0.870690557916663,0.566715841695486
"1241",13119111,1,"Greater Santiago","13119181004",1,1,0.0787836903939185,0.0926053904630269,0.0784466019417476,0.464903090623363,0.034049240440021,0.193742478941035,0.0741935483870968,28164.5744622021,0.00589043785588062,0.565393369673913,13119,-1.42404522595321,0.519288604419562
"1242",13119112,1,"Greater Santiago","13119181004",1,1,0.0787836903939185,0.0926053904630269,0.0784466019417476,0.464903090623363,0.034049240440021,0.193742478941035,0.0741935483870968,28164.5744622021,0.00589043785588062,0.565393369673913,13119,-1.42404522595321,0.519288604419562
"1243",13119114,1,"Greater Santiago","13119181004",1,1,0.0787836903939185,0.0926053904630269,0.0784466019417476,0.464903090623363,0.034049240440021,0.193742478941035,0.0741935483870968,28164.5744622021,0.00589043785588062,0.565393369673913,13119,-1.42404522595321,0.519288604419562
"1244",13119115,1,"Greater Santiago","13119181004",1,1,0.0787836903939185,0.0926053904630269,0.0784466019417476,0.464903090623363,0.034049240440021,0.193742478941035,0.0741935483870968,28164.5744622021,0.00589043785588062,0.565393369673913,13119,-1.42404522595321,0.519288604419562
"1245",13119117,1,"Greater Santiago","13119181004",1,1,0.0787836903939185,0.0926053904630269,0.0784466019417476,0.464903090623363,0.034049240440021,0.193742478941035,0.0741935483870968,28164.5744622021,0.00589043785588062,0.565393369673913,13119,-1.42404522595321,0.519288604419562
"1246",13119125,1,"Greater Santiago","13119191003",1,1,0.0577235772357724,0.108943089430894,0.0716456795484151,0.305441778818022,0.100643651258046,0.152269399707174,0.0693069306930693,17678.2885075783,0.00662095057933318,0.494441965125,13119,-0.326390625255633,0.613367010551043
"1247",13119136,1,"Greater Santiago","13119191005",1,1,0.0853658536585366,0.127286585365854,0.0628318584070797,0.352326685660019,0.0490661601772713,0.162210338680927,0.0447761194029851,2829.82767197724,0.00473292765382015,0.406512540340909,13119,-0.386313851832314,0.608231076494003
"1248",13119137,1,"Greater Santiago","13119191005",1,1,0.0853658536585366,0.127286585365854,0.0628318584070797,0.352326685660019,0.0490661601772713,0.162210338680927,0.0447761194029851,2829.82767197724,0.00473292765382015,0.406512540340909,13119,-0.386313851832314,0.608231076494003
"1249",13119141,1,"Greater Santiago","13119201007",1,1,0.0274181264280274,0.0525514089870526,0.0594304581097813,0.376020264565156,0.0616380523501267,0.144067796610169,0.0412698412698413,28446.6267057773,0.0056041246357319,0.509683475267857,13119,0.457472656268809,0.680550811451569
"1250",13119145,1,"Greater Santiago","13119201007",1,1,0.0274181264280274,0.0525514089870526,0.0594304581097813,0.376020264565156,0.0616380523501267,0.144067796610169,0.0412698412698413,28446.6267057773,0.0056041246357319,0.509683475267857,13119,0.457472656268809,0.680550811451569
"1251",13119146,1,"Greater Santiago","13119201007",1,1,0.0274181264280274,0.0525514089870526,0.0594304581097813,0.376020264565156,0.0616380523501267,0.144067796610169,0.0412698412698413,28446.6267057773,0.0056041246357319,0.509683475267857,13119,0.457472656268809,0.680550811451569
"1252",13119153,1,"Greater Santiago","13119211004",1,1,0.0328042328042328,0.0857142857142857,0.0555220277610139,0.256586483390607,0.179075983199695,0.132029339853301,0.0333333333333333,7175.63219867573,0.0025706940874036,0.455069770531915,13119,1.10491717825589,0.736042355556967
"1253",13119154,1,"Greater Santiago","13119211004",1,1,0.0328042328042328,0.0857142857142857,0.0555220277610139,0.256586483390607,0.179075983199695,0.132029339853301,0.0333333333333333,7175.63219867573,0.0025706940874036,0.455069770531915,13119,1.10491717825589,0.736042355556967
"1254",13119156,1,"Greater Santiago","13119211004",1,1,0.0328042328042328,0.0857142857142857,0.0555220277610139,0.256586483390607,0.179075983199695,0.132029339853301,0.0333333333333333,7175.63219867573,0.0025706940874036,0.455069770531915,13119,1.10491717825589,0.736042355556967
"1255",13119161,1,"Greater Santiago","13119231004",1,1,0.0131434830230011,0.0536692223439211,0.0675340768277571,0.177769318614389,0.316330414921964,0.100529100529101,0.00961538461538462,4839.06023334357,0.0125786163522013,0.410965492767857,13119,2.05931553506002,0.817842473887064
"1256",13120024,1,"Greater Santiago","13120021001",1,1,0.0101651842439644,0.0279542566709022,0.0457545094588649,0.107358262967431,0.52291917973462,0.0789473684210526,0.00709219858156028,14737.9269729093,0.0422077922077922,0.409904716388889,13120,3.38124657478572,0.931143292882484
"1257",13120041,1,"Greater Santiago","13120051001",1,1,0.0103842159916926,0.0301142263759086,0.0553359683794466,0.104104104104104,0.502002002002002,0.075812274368231,0,11629.3321561268,0.0259529602595296,0.47885158425,13120,3.24423123666838,0.9193999041904
"1258",13120042,1,"Greater Santiago","13120051001",1,1,0.0103842159916926,0.0301142263759086,0.0553359683794466,0.104104104104104,0.502002002002002,0.075812274368231,0,11629.3321561268,0.0259529602595296,0.47885158425,13120,3.24423123666838,0.9193999041904
"1259",13120062,1,"Greater Santiago","13120071007",1,1,0.054726368159204,0.0833333333333333,0.0672268907563025,0.168545356951154,0.349973161567364,0.0814814814814815,0.0222222222222222,10306.631982231,0.017911751856706,0.495241435227273,13120,1.73978010491152,0.790455549118741
"1260",13120064,1,"Greater Santiago","13120071007",1,1,0.054726368159204,0.0833333333333333,0.0672268907563025,0.168545356951154,0.349973161567364,0.0814814814814815,0.0222222222222222,10306.631982231,0.017911751856706,0.495241435227273,13120,1.73978010491152,0.790455549118741
"1261",13120072,1,"Greater Santiago","13120101002",1,1,0.0199261992619926,0.0464944649446494,0.0445324096981692,0.101809152181625,0.510464703795672,0.0776119402985075,0,14561.1358633039,0.0220673635307782,0.471479349861111,13120,3.36135746936392,0.929438626099076
"1262",13120073,1,"Greater Santiago","13120101002",1,1,0.0199261992619926,0.0464944649446494,0.0445324096981692,0.101809152181625,0.510464703795672,0.0776119402985075,0,14561.1358633039,0.0220673635307782,0.471479349861111,13120,3.36135746936392,0.929438626099076
"1263",13120075,1,"Greater Santiago","13120101002",1,1,0.0199261992619926,0.0464944649446494,0.0445324096981692,0.101809152181625,0.510464703795672,0.0776119402985075,0,14561.1358633039,0.0220673635307782,0.471479349861111,13120,3.36135746936392,0.929438626099076
"1264",13120077,1,"Greater Santiago","13120101002",1,1,0.0199261992619926,0.0464944649446494,0.0445324096981692,0.101809152181625,0.510464703795672,0.0776119402985075,0,14561.1358633039,0.0220673635307782,0.471479349861111,13120,3.36135746936392,0.929438626099076
"1265",13120087,1,"Greater Santiago","13120101005",1,1,0.0147710487444609,0.01698670605613,0.0467928496319664,0.107006854531607,0.550647372429551,0.0609318996415771,0.0326086956521739,21518.1932245922,0.0279883381924198,0.383772059642857,13120,3.22783939531442,0.917994982909005
"1266",13121022,1,"Greater Santiago","13121051002",1,1,0.112637362637363,0.054029304029304,0.0906403940886699,0.469172436531487,0.054071876030333,0.191208791208791,0.06875,14671.8854214747,0.0332242637805185,0.529886154390244,13121,-1.68256229293208,0.497131476299568
"1267",13121024,1,"Greater Santiago","13121051002",1,1,0.112637362637363,0.054029304029304,0.0906403940886699,0.469172436531487,0.054071876030333,0.191208791208791,0.06875,14671.8854214747,0.0332242637805185,0.529886154390244,13121,-1.68256229293208,0.497131476299568
"1268",13121026,1,"Greater Santiago","13121051002",1,1,0.112637362637363,0.054029304029304,0.0906403940886699,0.469172436531487,0.054071876030333,0.191208791208791,0.06875,14671.8854214747,0.0332242637805185,0.529886154390244,13121,-1.68256229293208,0.497131476299568
"1269",13121027,1,"Greater Santiago","13121051002",1,1,0.112637362637363,0.054029304029304,0.0906403940886699,0.469172436531487,0.054071876030333,0.191208791208791,0.06875,14671.8854214747,0.0332242637805185,0.529886154390244,13121,-1.68256229293208,0.497131476299568
